gene_id,transcript_id
ENSG00000171298,ENST00000302262
ENSG00000176108,ENST00000325167
ENSG00000262814,ENST00000333676
ENSG00000183010,ENST00000329875
ENSG00000169733,ENST00000310496
ENSG00000101557,ENST00000261601
ENSG00000132199,ENST00000251101
ENSG00000168461,ENST00000435762
ENSG00000176014,ENST00000317702
ENSG00000101654,ENST00000262173
ENSG00000141458,ENST00000269228
ENSG00000053747,ENST00000269217
ENSG00000046604,ENST00000261590
ENSG00000078142,ENST00000262039
ENSG00000082212,ENST00000321341
ENSG00000091157,ENST00000254442
ENSG00000172175,ENST00000345724
ENSG00000141682,ENST00000269518
ENSG00000171791,ENST00000333681
ENSG00000133313,ENST00000324262
ENSG00000101255,ENST00000217233
ENSG00000125818,ENST00000246015
ENSG00000215251,ENST00000380266
ENSG00000101224,ENST00000245960
ENSG00000132646,ENST00000379143
ENSG00000132639,ENST00000254976
ENSG00000061656,ENST00000374273
ENSG00000171222,ENST00000305978
ENSG00000101335,ENST00000279022
ENSG00000197122,ENST00000358208
ENSG00000166619,ENST00000373537
ENSG00000101057,ENST00000217026
ENSG00000168734,ENST00000349959
ENSG00000025772,ENST00000372813
ENSG00000175063,ENST00000243893
ENSG00000101017,ENST00000372276
ENSG00000124151,ENST00000341724
ENSG00000196396,ENST00000371621
ENSG00000087586,ENST00000312783
ENSG00000101146,ENST00000371242
ENSG00000124164,ENST00000265619
ENSG00000215440,ENST00000356091
ENSG00000087460,ENST00000265620
ENSG00000101190,ENST00000217162
ENSG00000149658,ENST00000370333
ENSG00000101150,ENST00000217121
ENSG00000171703,ENST00000339217
ENSG00000099622,ENST00000320936
ENSG00000104886,ENST00000326631
ENSG00000099860,ENST00000215631
ENSG00000088256,ENST00000078429
ENSG00000060558,ENST00000262958
ENSG00000064961,ENST00000262949
ENSG00000006638,ENST00000375190
ENSG00000105255,ENST00000221856
ENSG00000178078,ENST00000594605
ENSG00000127666,ENST00000248244
ENSG00000090674,ENST00000264079
ENSG00000076944,ENST00000221283
ENSG00000066044,ENST00000351593
ENSG00000167775,ENST00000301458
ENSG00000127452,ENST00000247977
ENSG00000127445,ENST00000247970
ENSG00000130816,ENST00000340748
ENSG00000090339,ENST00000264832
ENSG00000076662,ENST00000160262
ENSG00000079999,ENST00000171111
ENSG00000127616,ENST00000344626
ENSG00000104774,ENST00000221363
ENSG00000095066,ENST00000264827
ENSG00000072062,ENST00000308677
ENSG00000123146,ENST00000242786
ENSG00000132002,ENST00000254322
ENSG00000105127,ENST00000269701
ENSG00000011243,ENST00000397410
ENSG00000085872,ENST00000198939
ENSG00000160113,ENST00000291442
ENSG00000064547,ENST00000407877
ENSG00000105171,ENST00000221770
ENSG00000245848,ENST00000498907
ENSG00000166398,ENST00000299505
ENSG00000105699,ENST00000347609
ENSG00000105258,ENST00000221859
ENSG00000104823,ENST00000221418
ENSG00000104825,ENST00000313582
ENSG00000130669,ENST00000321944
ENSG00000006712,ENST00000221265
ENSG00000128016,ENST00000248673
ENSG00000079462,ENST00000262890
ENSG00000130203,ENST00000252486
ENSG00000104856,ENST00000221452
ENSG00000007255,ENST00000006275
ENSG00000125744,ENST00000245923
ENSG00000160014,ENST00000291295
ENSG00000105486,ENST00000263274
ENSG00000105447,ENST00000253237
ENSG00000174951,ENST00000310160
ENSG00000087088,ENST00000293288
ENSG00000104872,ENST00000262265
ENSG00000142546,ENST00000339093
ENSG00000039650,ENST00000322344
ENSG00000213024,ENST00000352066
ENSG00000169136,ENST00000423777
ENSG00000131408,ENST00000253727
ENSG00000105379,ENST00000309244
ENSG00000125505,ENST00000245615
ENSG00000083828,ENST00000391702
ENSG00000171606,ENST00000326804
ENSG00000083845,ENST00000196551
ENSG00000015475,ENST00000317361
ENSG00000093009,ENST00000263201
ENSG00000099942,ENST00000354336
ENSG00000240972,ENST00000215754
ENSG00000183765,ENST00000328354
ENSG00000100219,ENST00000216037
ENSG00000184117,ENST00000216121
ENSG00000100225,ENST00000266087
ENSG00000100292,ENST00000216117
ENSG00000128340,ENST00000249071
ENSG00000100139,ENST00000215957
ENSG00000213923,ENST00000359867
ENSG00000100422,ENST00000216264
ENSG00000184164,ENST00000328268
ENSG00000180530,ENST00000318948
ENSG00000142192,ENST00000346798
ENSG00000156299,ENST00000286827
ENSG00000142166,ENST00000270139
ENSG00000159228,ENST00000290349
ENSG00000159231,ENST00000290354
ENSG00000183527,ENST00000331573
ENSG00000182093,ENST00000333781
ENSG00000182240,ENST00000328735
ENSG00000157617,ENST00000329623
ENSG00000160208,ENST00000340648
ENSG00000141959,ENST00000349048
