Epoch	AUC_dev	PR_AUC	ACC	BACC	PREC	TPR	KAPPA	RECALL
0	0.7318267283115184	0.7200728245988023	0.63954893274265	0.6387690407201184	0.7422096317280453	0.423605497170574	0.27796902033091553	0.423605497170574
1	0.7762576704630241	0.7717322043778949	0.6645187273459525	0.6637012084588225	0.7970588235294118	0.4381568310428456	0.3279357133550235	0.4381568310428456
2	0.8051183350180562	0.8064049766126202	0.7192911800241644	0.7188743672557357	0.7830188679245284	0.6038803556992725	0.43811072327557576	0.6038803556992725
3	0.8120871185530156	0.8160225037093602	0.7192911800241644	0.7188568495985861	0.7866242038216561	0.5990299110751819	0.4380910203383238	0.5990299110751819
4	0.8150501978197653	0.8201651010320417	0.7112364075714861	0.7105742417774064	0.8307888040712468	0.5278900565885206	0.42170375940582316	0.5278900565885206
5	0.8188904575482288	0.8234527142171189	0.7289569069673781	0.7285139447038932	0.8012820512820513	0.6063055780113177	0.4574298799147374	0.6063055780113177
6	0.8202986825424219	0.824602192875441	0.7225130890052356	0.7219357400431583	0.8246445497630331	0.5626515763945028	0.44438136617358437	0.5626515763945028
7	0.8231991524049147	0.8277063460987999	0.7188884414015304	0.7182570320417414	0.8339529120198265	0.5440582053354891	0.4370627667086536	0.5440582053354891
8	0.8248860379082101	0.8286664711271643	0.7172774869109948	0.7165701465384461	0.8543046357615894	0.5214227970897333	0.4337506895115627	0.5214227970897333
9	0.8269699903068964	0.8305573309891323	0.739025372533226	0.7385460474326251	0.823271130625686	0.6063055780113177	0.47754662025476746	0.6063055780113177
10	0.828536847418611	0.8327126945448627	0.7370116794200564	0.7365921798583276	0.8067226890756303	0.6208569118835894	0.4735784189745649	0.6208569118835894
11	0.8297890355037495	0.8333452563536151	0.7382198952879581	0.737769755700051	0.8152524167561761	0.6135812449474535	0.4759647385424616	0.6135812449474535
12	0.8301951856287736	0.8332038949598131	0.7249295207410391	0.7243230074313795	0.8361650485436893	0.5569927243330639	0.44918764475604334	0.5569927243330639
13	0.8326132711175357	0.8353627502966314	0.7309706000805477	0.730415259306742	0.8311990686845169	0.5772029102667745	0.46133965878172334	0.5772029102667745
14	0.835015785355498	0.8368941057226054	0.7362062021747886	0.7356699076495068	0.8337155963302753	0.587712206952304	0.4718426379339069	0.587712206952304
15	0.839434776572015	0.840155935282769	0.7458719291180024	0.7454671440120106	0.814968814968815	0.6337914308811641	0.49132877226895366	0.6337914308811641
16	0.8419495335761584	0.8425739454995967	0.7358034635521546	0.7352715431498824	0.832	0.5885206143896524	0.4710409288206002	0.5885206143896524
17	0.8402431840093634	0.8410418690725471	0.7422472815142972	0.7417504810867694	0.8320355951056729	0.6046887631366209	0.4839785657830562	0.6046887631366209
18	0.8430284914961507	0.843683880642454	0.7527184857027789	0.7523415268389972	0.817533129459735	0.6483427647534358	0.5050605460507094	0.6483427647534358
19	0.8422791250514177	0.8431643452162907	0.7519130084575111	0.7514601291635254	0.8342303552206674	0.6265157639450283	0.5033729112497045	0.6265157639450283
20	0.8455685517828433	0.8471756206387606	0.7527184857027789	0.7522743758199237	0.8331550802139037	0.629749393694422	0.504994016012281	0.629749393694422
21	0.8473027998406542	0.8486735232345919	0.7599677809101892	0.7596376310418076	0.8163869693978283	0.6685529506871464	0.5196150864705049	0.6685529506871464
22	0.8482117716060837	0.8493016382311267	0.7591623036649214	0.758785429461585	0.8256880733944955	0.6548100242522231	0.5179579911047625	0.6548100242522231
23	0.8483772161458298	0.8499202357235053	0.7599677809101892	0.7596785055751566	0.8078770413064361	0.6798706548100243	0.5196543799742928	0.6798706548100243
24	0.8487476821544382	0.8494014323876531	0.7652033830044301	0.7649243950893465	0.8120229007633588	0.6879547291835085	0.5301413254490648	0.6879547291835085
25	0.8565501764092955	0.8560046784189415	0.774869109947644	0.7746778373089764	0.805956678700361	0.7219078415521423	0.5495626561971128	0.7219078415521423
26	0.8537136135552927	0.8557019345919112	0.7672170761175997	0.7670271627494157	0.7971145175834085	0.7146321746160065	0.5342539815645352	0.7146321746160065
27	0.8612987591010717	0.8611985942871857	0.7768828030608136	0.7766842578547228	0.8096101541251133	0.7219078415521423	0.5535850935192403	0.7219078415521423
28	0.8633106944648096	0.8627775868708294	0.774869109947644	0.7747712648137743	0.7892491467576792	0.7477768795472919	0.5496468386470038	0.7477768795472919
29	0.8641301315381412	0.8635306829321158	0.7736608940797423	0.7735265379529774	0.7942458587619878	0.7364591754244139	0.54719686001076	0.7364591754244139
30	0.8715375053039573	0.8713103825692707	0.7861457913813935	0.7861181650319016	0.7893442622950819	0.778496362166532	0.5722647334864366	0.778496362166532
31	0.8731283680939881	0.8735882476347951	0.7885622231171969	0.7884557990581988	0.8053173241852487	0.7590945836701698	0.5770312122298599	0.7590945836701698
32	0.8776557092639858	0.8775942593864022	0.7885622231171969	0.7884295225724745	0.8101045296167247	0.751818916734034	0.5770089781858218	0.751818916734034
33	0.8795067417027941	0.8791126710727295	0.7925896093435361	0.7924773989782664	0.810671256454389	0.761519805982215	0.5850829139801728	0.761519805982215
34	0.8823413581504467	0.8794802432191734	0.797422472815143	0.797415431888105	0.7974068071312804	0.7954729183508489	0.5948360738434109	0.7954729183508489
35	0.8829609641718494	0.8819973529966474	0.7917841320982683	0.7917186249028418	0.8015075376884422	0.7736459175424414	0.5835105055873743	0.7736459175424414
36	0.884824323850874	0.8838377987075081	0.7966169955698752	0.7966011852317068	0.7980456026058632	0.7922392886014551	0.5932179581466221	0.7922392886014551
37	0.8883609441887442	0.8873309435775714	0.7994361659283126	0.7993109072719038	0.8204683434518647	0.7647534357316087	0.5987686608813932	0.7647534357316087
38	0.889642328369132	0.8864406366396167	0.8070881997583568	0.8070462505076876	0.8132231404958677	0.7954729183508489	0.6141409134102074	0.7954729183508489
39	0.8934034342393639	0.8901395911280032	0.8111155859846959	0.8110532523801306	0.8210702341137124	0.793856103476152	0.6221809823066704	0.793856103476152
40	0.8936694431071912	0.8898276701141717	0.8143374949657672	0.8142664448628497	0.8260504201680672	0.7946645109135004	0.6286191498812043	0.7946645109135004
41	0.8982538788634544	0.8958356723873999	0.8171566653242046	0.8170987905030942	0.8265221017514596	0.8011317704122878	0.6342679499666154	0.8011317704122878
42	0.8974506618430391	0.8957866008084245	0.8022553362867499	0.8019914332168517	0.8525519848771267	0.7291835084882781	0.6042986790297804	0.7291835084882781
43	0.8991102976574351	0.8975723033006247	0.806282722513089	0.8061006214226674	0.8393177737881508	0.7558609539207761	0.6124211706193451	0.7558609539207761
44	0.9015225439271471	0.8984944419639426	0.8219895287958116	0.8219287978605101	0.8320802005012531	0.8051738075990299	0.6439327970141235	0.8051738075990299
45	0.9040107000445079	0.9016923918215481	0.8211840515505437	0.8212167375374846	0.8144329896907216	0.8302344381568311	0.6423884625115965	0.8302344381568311
46	0.9053342563624779	0.9039769161221537	0.824405960531615	0.8244445280678284	0.8166007905138339	0.8350848827809216	0.6488360143970396	0.8350848827809216
47	0.9030958890600284	0.9004882240756509	0.815545710833669	0.8155170109426965	0.8195242001640689	0.8075990299110751	0.631067186341219	0.8075990299110751
48	0.9079054591507699	0.9048614286486296	0.8260169150221506	0.8260029507520266	0.8275020341741253	0.8221503637833468	0.6520211306808819	0.8221503637833468
49	0.9081656287995473	0.9045858968412798	0.8280306081353201	0.8279772555929986	0.8369384359400999	0.8132578819725141	0.6560215476225624	0.8132578819725141
50	0.9080345707719837	0.9038430616031053	0.8260169150221506	0.8260000311425015	0.8280358598207009	0.8213419563459984	0.6520190986967132	0.8213419563459984
51	0.9110865359287148	0.9079136415431535	0.8296415626258559	0.8296495430486692	0.8271704180064309	0.8318512530315278	0.6592856121014693	0.8318512530315278
52	0.9130348886850208	0.9097249590649995	0.8356826419653645	0.835689241952583	0.833467417538214	0.8375101050929669	0.6713667231330884	0.8375101050929669
53	0.9098881984192586	0.9075989586904547	0.8272251308900523	0.8272301599556738	0.8252818035426731	0.8286176232821342	0.6544507662078947	0.8286176232821342
54	0.9103339254733984	0.9078326499833114	0.8296415626258559	0.829483125305748	0.8601769911504424	0.7857720291026677	0.6591721748250364	0.7857720291026677
55	0.9085179283488896	0.9060689394150494	0.8203785743052758	0.8200959318809682	0.8784688995215311	0.7421180274858529	0.6405509342148142	0.7421180274858529
56	0.9090207499892948	0.9044469079052111	0.8223922674184454	0.8220789955505151	0.888671875	0.7356507679870655	0.6445588273005339	0.7356507679870655
57	0.910235956353784	0.9075095041559982	0.8260169150221506	0.8258190153519557	0.8649138712601995	0.7712206952303962	0.6518930693146423	0.7712206952303962
58	0.9079508752989357	0.9065558722210241	0.8223922674184454	0.8222016191505623	0.8592057761732852	0.7696038803556993	0.64464603109647	0.7696038803556993
59	0.9082953892228778	0.9081790175677137	0.8236004832863472	0.8233821146018108	0.8668503213957759	0.7631366208569119	0.6470438182672611	0.7631366208569119
60	0.9065235106423011	0.9065749456908321	0.8183648811921064	0.8180982701637965	0.8721590909090909	0.7445432497978981	0.6365329157166157	0.7445432497978981
61	0.9083667574557094	0.9063655197155264	0.8211840515505437	0.8208839020516421	0.8838334946757018	0.7380759902991108	0.6421502690238279	0.7380759902991108
62	0.9112386800250698	0.9094670603044139	0.8231977446637132	0.8229049206450132	0.884393063583815	0.7421180274858529	0.6461852764189193	0.7421180274858529
63	0.9121648450465905	0.91125885546578	0.8240032219089811	0.8237279261299862	0.8809523809523809	0.7477768795472919	0.647809534876097	0.7477768795472919
64	0.90945187899581	0.9079986646970568	0.824405960531615	0.8241525671153349	0.8760563380281691	0.7542441390460792	0.6486308590301507	0.7542441390460792
65	0.9127357909092443	0.9113613787651141	0.8360853805879984	0.8358744749568872	0.8793418647166362	0.7776879547291835	0.6720295250375083	0.7776879547291835
