Epoch	AUC_dev	PR_AUC	ACC	BACC	PREC	TPR	KAPPA
0	0.512315102024244	0.43370109551087155	0.42305801376597835	0.5	0.42305801376597835	1.0	0.0
1	0.5193733293358292	0.44054030179591275	0.47099311701081614	0.5069814791937091	0.4277088225427709	0.7408483439860546	0.012720908469410652
2	0.5302896350181361	0.44911792362011294	0.4591937069813176	0.5052796515734478	0.4262850107725454	0.8047646717024985	0.009441386303913335
3	0.5364911305171065	0.4526075691596755	0.5002458210422812	0.5254363068607618	0.44187779433681074	0.6891342242882045	0.047339933640602294
4	0.5382073174626478	0.4526460467383521	0.5265486725663717	0.5363752656165709	0.45486569793042714	0.600232423009878	0.06977665287769652
5	0.5419168510890929	0.45386569706700897	0.5476892822025565	0.5458625708589377	0.46959632089933573	0.5339918651946542	0.0900778132069715
6	0.5475517721759354	0.4589080061209865	0.5049164208456244	0.5288641006222292	0.44469611174027934	0.684485764090645	0.053855380029475874
9	0.5476590957536752	0.4594628030745481	0.5221238938053098	0.5331605097758534	0.4516268980477223	0.6048808832074375	0.06344962871677007
10	0.547816924544469	0.45976145241995797	0.5408062930186824	0.5407499083355141	0.4633781763826607	0.5403834979662987	0.07973274913078066
12	0.5506776487446607	0.46088440946708564	0.4837758112094395	0.5252660993412783	0.4391653290529695	0.7948866937826845	0.04560576238367531
15	0.552367468998093	0.46196951819092197	0.5063913470993117	0.5378914123064864	0.44952514948997535	0.7425915165601394	0.06972095537212897
17	0.5541658507021338	0.464050239941614	0.5351524090462143	0.540189523287731	0.4603174603174603	0.5729227193492156	0.07783963404108418
31	0.5550603376372522	0.46463422049156067	0.48451327433628316	0.525905213103528	0.43958868894601544	0.7948866937826845	0.046769186759845094
32	0.5558783240290682	0.4637950747045936	0.5162241887905604	0.5318446509161373	0.44911413267408323	0.6333527019174898	0.06038568928668264
72	0.5569826304154772	0.46587941354911244	0.45476892822025566	0.5084191447437318	0.4279083260806498	0.8570598489250436	0.014851864589986774
75	0.558432303332329	0.46609597759815175	0.4830383480825959	0.5287340001837003	0.44075682382133996	0.8256827425915165	0.05147300463497406
85	0.5587708615619925	0.4679770397714451	0.5103244837758112	0.5371930044338131	0.450202131569276	0.7117954677513074	0.06903632587478425
90	0.5591706944986702	0.4703741220743479	0.461897738446411	0.5111101565735877	0.4296875	0.8309122603137711	0.019759683570304776
93	0.5630272874219491	0.4733658259370201	0.4918879056047198	0.528576790329341	0.4420629604822505	0.7669959325973271	0.0520512129064028
97	0.5652106475882399	0.47424579271217504	0.48254670599803345	0.5263706533022611	0.43954659949622166	0.8111563044741429	0.04739730013914467
100	0.5658823174069436	0.4776627164205759	0.5208947885939036	0.5441064006197287	0.45648854961832064	0.694944799535154	0.08246774618372466
101	0.5693575216992924	0.481236494708523	0.5186823992133727	0.5433514219569433	0.45543437382474616	0.7036606624055781	0.08082776396960745
103	0.5701210416848737	0.48069695196749745	0.4552605703048181	0.5134946710810864	0.4305750350631136	0.8919233004067403	0.023614931161116237
109	0.5718233644542825	0.48801503974593213	0.5442477876106194	0.5490793072962454	0.4687939934303144	0.5804764671702498	0.09513602464009141
110	0.5738741484363066	0.4852041478526018	0.5090953785644051	0.5420946096330772	0.45208333333333334	0.7565368971528181	0.07725114801290511
111	0.574156383450432	0.4889910206524548	0.5518682399213373	0.5600229699689566	0.4769439421338155	0.6130156885531668	0.11564584640115239
115	0.5797287919573915	0.4945654493615408	0.5255653883972468	0.5559806961153321	0.4627185158758473	0.7536316095293434	0.10330017933448199
118	0.5844016382504698	0.5129636315953915	0.5631760078662733	0.5525422566471916	0.48372093023255813	0.4834398605461941	0.10509265701282089
121	0.5844626653829099	0.5136095791928776	0.5420353982300885	0.5552210135356447	0.46976149914821125	0.6409064497385241	0.10532464411000708
122	0.5877226035833448	0.5105783348209112	0.5243362831858407	0.5556129240859609	0.462137296532201	0.7588611272515979	0.10245306098992668
125	0.5887663779864611	0.5229324979636081	0.567354965585054	0.5625956411525388	0.4895666131621188	0.5316676350958744	0.12377178766621844
130	0.5921487418136373	0.525179146612863	0.5553097345132744	0.5602933214035398	0.4793233082706767	0.5926786751888437	0.116899767627055
131	0.5946460265394992	0.522826912569385	0.5732546705998034	0.5679410237753291	0.4959481361426256	0.5334108076699593	0.13452684970649853
133	0.5978262457271724	0.5284075216411375	0.5513765978367748	0.5649437621976898	0.477891156462585	0.6531086577571179	0.12383252019855118
137	0.6003621520865461	0.5321690015301284	0.5152409046214356	0.551372590573301	0.45755833615150493	0.7861708309122604	0.09376453749445057
138	0.6012068765323318	0.5309984877259536	0.5356440511307768	0.5673499394803955	0.4703180212014134	0.7733875653689716	0.12404019420450574
139	0.6020061710438265	0.5357912838307123	0.5054080629301868	0.5487403777047213	0.4537948555096856	0.8303312027890761	0.08776855705481157
141	0.6043629571990601	0.5369517071084587	0.45378564405113075	0.5196555643499545	0.43343077331916025	0.9477048227774549	0.03394050829643791
146	0.6060541391126482	0.5412667848401844	0.5607177974434612	0.5745890200181373	0.48598130841121495	0.6647298082510168	0.14220275287469708
148	0.6116331083458131	0.5445240503461215	0.5607177974434612	0.5810982507123339	0.48691514670896113	0.7135386403253922	0.15271731275787315
153	0.6125870131786422	0.5443681356572937	0.5830875122910522	0.5819643903587529	0.5064004096262161	0.5746658919233004	0.16103373629524564
160	0.619067153860418	0.550164496405994	0.5142576204523107	0.5577270871588763	0.45948522402287895	0.8402091807088902	0.10396575651679563
164	0.621273167100211	0.5509941924833708	0.5127826941986234	0.5564488596343768	0.4586108468125595	0.8402091807088902	0.10162113810593787
173	0.6244958453272899	0.5617528403690747	0.4803343166175025	0.539176571919052	0.44488078541374476	0.9215572341661824	0.06855684317445832
177	0.6274523808875401	0.559442773571418	0.6066863323500492	0.5933496022838258	0.5372766481823783	0.5066821615339918	0.1881278668673395
187	0.6275525248026398	0.5677124802852016	0.5880039331366765	0.5856052220409701	0.5117370892018779	0.5700174317257408	0.16864896897599957
189	0.6339518323860718	0.5768493605243186	0.5911996066863323	0.5936440922393541	0.5142156862745098	0.6095293434049971	0.18277018260782596
203	0.6364894717674621	0.5699068831247589	0.5353982300884956	0.5669044290348528	0.47008849557522125	0.7716443927948867	0.12326366518052723
207	0.6372960697288835	0.5771841768458158	0.5889872173058014	0.5922691868437882	0.5118759088705769	0.6135967460778617	0.17977402620643856
208	0.6391434711985358	0.5836110985825582	0.5088495575221239	0.5583871209726116	0.45811914121560326	0.8803021499128414	0.1039934033056229
215	0.6421541018031599	0.5795397895898393	0.5794001966568338	0.595971788382167	0.5020729684908789	0.7036606624055781	0.1821881014318042
221	0.6441626743203521	0.5856286871758218	0.604228121927237	0.6055550287718792	0.527708437343984	0.6141778036025567	0.20659544760412785
223	0.645071025431603	0.5772465948808704	0.5368731563421829	0.5702749092824868	0.4716324399582318	0.7873329459616502	0.12903126827513212
233	0.646866807602619	0.588940235647766	0.5749754178957719	0.5930669959078398	0.49837000814995924	0.7106333527019175	0.17612968699925213
239	0.6474492267874699	0.5908388739407892	0.6138151425762045	0.6068118410957453	0.5420875420875421	0.5613015688553167	0.2126186463230728
241	0.6482829341647218	0.5906595087105899	0.615535889872173	0.6054359454018841	0.5461493239271017	0.5398024404416037	0.21119921089570926
244	0.6516599751385613	0.5920475307710628	0.5838249754178958	0.597791709074128	0.5059777967549103	0.6885531667635096	0.18660370940768534
253	0.6536812977463038	0.5966904352475864	0.6130776794493609	0.6091948701558012	0.5394524959742351	0.5839628123184195	0.2160128003667322
255	0.6537200431671026	0.5899609093569722	0.5653883972468043	0.5898729125440343	0.49104761904761907	0.7489831493317839	0.1679786328019529
268	0.6564120452952538	0.6014295816003804	0.6332350049164208	0.6082986501986662	0.5876052027543994	0.4462521789657176	0.2237763149985741
271	0.6571667763834652	0.5991474346340202	0.6302851524090463	0.6112440449030956	0.5742642026009582	0.4875072632190587	0.2270628658749656
280	0.6633284123760549	0.6098597175926962	0.61086529006883	0.6116170159985166	0.5347782258064516	0.6165020337013364	0.21877536997398517
295	0.6643070746662634	0.5998701843511078	0.6332350049164208	0.6218595474782425	0.5691007845503923	0.5479372457873329	0.2449338231543695
297	0.6679177022504776	0.6098605701016114	0.5924287118977385	0.6085801424890702	0.513163393230255	0.7135386403253922	0.20641163725905232
350	0.6714127125087301	0.6210647560950734	0.6519174041297935	0.6170504113822906	0.6467757459095284	0.3904706565950029	0.2471630837690464
366	0.678817791798201	0.6307075415757911	0.616519174041298	0.6217087745628018	0.5384248210023866	0.6554328878558977	0.23656162082685617
448	0.679161920455775	0.6151120648898245	0.6413470993117011	0.6316794691605019	0.5772405660377359	0.5688553166763509	0.26387012627494133
450	0.681041877981881	0.6239441605765661	0.6423303834808259	0.632996565893087	0.5780516431924883	0.5723416618245206	0.26634399853639157
