Epoch	epoch	mse	mae	rmse	r2
0	0.28093670276633154	0.5270515943168874	0.5270515943168874	0.006
1	0.039611935812336546	0.19286545992281665	0.19286545992281665	0.001
2	0.0035373295831877993	0.041934788587157684	0.041934788587157684	0.001
3	0.0033805721664518077	0.0408950875566892	0.0408950875566892	0.003
5	0.003360029116488666	0.040779901544653115	0.040779901544653115	0.008
7	0.003346677189585355	0.040712328361399076	0.040712328361399076	0.014
10	0.003287755132567114	0.040444069411838146	0.040444069411838146	0.019
16	0.003233787257506703	0.04017491370403522	0.04017491370403522	0.026
17	0.0031909045694799073	0.03987306685299821	0.03987306685299821	0.027
19	0.003155431410333062	0.039615934263829304	0.039615934263829304	0.029
24	0.0031309357224463302	0.03943657334946453	0.03943657334946453	0.03
26	0.003112753679698054	0.039331847316451576	0.039331847316451576	0.031
27	0.0030821949466257855	0.039158859538110186	0.039158859538110186	0.031
33	0.003067045363091137	0.03906129955333229	0.03906129955333229	0.032
41	0.0030652440523971556	0.03905529698392243	0.03905529698392243	0.032
42	0.0030565835750861444	0.03904483520451737	0.03904483520451737	0.032
45	0.003053737620922359	0.03896713595307742	0.03896713595307742	0.033
47	0.0030462816805482363	0.0389559075950472	0.0389559075950472	0.034
48	0.0030461098972175177	0.038909219154368666	0.038909219154368666	0.034
50	0.003044851866699033	0.03890557362099017	0.03890557362099017	0.033
51	0.003044829896137342	0.03891000611331739	0.03891000611331739	0.034
55	0.0030361955095035064	0.03885743973766946	0.03885743973766946	0.037
58	0.0030352063535419764	0.03874986065139801	0.03874986065139801	0.038
60	0.0030228364260380418	0.03866967051153072	0.03866967051153072	0.041
61	0.003015538467857912	0.03862301786244516	0.03862301786244516	0.043
63	0.0030148653627288607	0.03855637117974277	0.03855637117974277	0.045
64	0.003006408712913722	0.0385051087127114	0.0385051087127114	0.047
65	0.00299471440885272	0.03836571574931273	0.03836571574931273	0.05
66	0.0029877348864177505	0.03824496857350841	0.03824496857350841	0.052
67	0.002978986938465696	0.03815316318553444	0.03815316318553444	0.056
68	0.0029580910717439397	0.038025890225323274	0.038025890225323274	0.062
69	0.002951981461877432	0.037890816522230315	0.037890816522230315	0.067
70	0.0029402928541550247	0.037718694367525896	0.037718694367525896	0.075
