Epoch	epoch	mse	mae	rmse	r2	P
0	810.0545039215392	20.271405623605354	20.271405623605354	0.016	0.12649110640673517
1	787.4241156814425	19.934132358148556	19.934132358148556	0.024	0.15491933384829668
2	784.6472337870995	19.738957597197086	19.738957597197086	0.029	0.17029386365926402
3	779.5338523200551	19.674086968480125	19.674086968480125	0.034	0.18439088914585774
4	773.23390923908	19.552849112266838	19.552849112266838	0.045	0.21213203435596426
5	753.3828147643857	19.10320022902547	19.10320022902547	0.073	0.2701851217221259
6	706.7369869978414	17.915484452362843	17.915484452362843	0.131	0.3619392214170772
7	682.5922964922112	17.433156337434493	17.433156337434493	0.153	0.39115214431215894
8	671.7064996678703	17.187391708550606	17.187391708550606	0.168	0.40987803063838396
9	661.9837685330332	17.008464513960934	17.008464513960934	0.179	0.4230839160261236
10	651.9526749819755	16.8649514263261	16.8649514263261	0.191	0.43703546766824314
11	646.961654400168	16.752002028984695	16.752002028984695	0.198	0.4449719092257398
12	640.8543637119434	16.678258075584004	16.678258075584004	0.206	0.4538722287164087
13	634.4026652875126	16.562270440056206	16.562270440056206	0.213	0.46151923036857306
14	631.196693382258	16.458707537992655	16.458707537992655	0.219	0.4679743582719036
15	627.4405568671868	16.36237289922772	16.36237289922772	0.224	0.4732863826479693
16	623.0299761377377	16.28621309909233	16.28621309909233	0.228	0.4774934554525329
17	622.762158464759	16.250620360392816	16.250620360392816	0.229	0.47853944456021597
18	620.1593894179452	16.20120520512279	16.20120520512279	0.233	0.4827007354458868
19	618.5513599154965	16.1555764051128	16.1555764051128	0.233	0.4827007354458868
21	615.6288186232724	16.101248987562176	16.101248987562176	0.238	0.4878524367060187
22	614.7725645123207	16.07229190313475	16.07229190313475	0.239	0.48887626246321264
24	611.1428223966872	16.01624155701695	16.01624155701695	0.243	0.4929503017546495
25	611.0713995404544	15.981107128582268	15.981107128582268	0.244	0.4939635614091388
26	610.3037542643344	15.972524939671285	15.972524939671285	0.244	0.4939635614091388
27	609.7252138060911	15.958171032504165	15.958171032504165	0.246	0.49598387070548977
28	608.6913400151678	15.933541658883176	15.933541658883176	0.247	0.4969909455915671
29	606.5845510921001	15.897561590564957	15.897561590564957	0.248	0.4979959839195493
31	605.6986520012517	15.883865047283726	15.883865047283726	0.25	0.5
32	604.95909529756	15.86163650416483	15.86163650416483	0.251	0.5009990019950139
33	604.8699595141574	15.874909312487176	15.874909312487176	0.252	0.5019960159204453
35	604.6500902379461	15.84946249188361	15.84946249188361	0.253	0.5029910535983717
36	603.8252456134579	15.83955137028036	15.83955137028036	0.253	0.5029910535983717
37	602.6865711575414	15.811309489547199	15.811309489547199	0.254	0.5039841267341661
38	602.2191632283912	15.808022639538269	15.808022639538269	0.255	0.5049752469181039
40	600.0442741402978	15.76924709284973	15.76924709284973	0.257	0.5069516742254631
43	599.5310301736225	15.757240757166116	15.757240757166116	0.258	0.5079370039680118
44	599.3640064655219	15.750456091075044	15.750456091075044	0.258	0.5079370039680118
46	598.8419856872857	15.72122380616345	15.72122380616345	0.259	0.5089204259999789
52	597.8729865565389	15.702573800709308	15.702573800709308	0.26	0.5099019513592785
58	597.2362487554773	15.693774198104286	15.693774198104286	0.261	0.5108815909777921
