Epoch	epoch	mse	mae	rmse	r2
0	0.2335708034845565	0.48041926910691907	0.48041926910691907	0.0
1	0.03052047583140376	0.16821320750422405	0.16821320750422405	0.0
2	0.003272311233226942	0.04113867802097583	0.04113867802097583	0.0
3	0.003146029229420785	0.04015335750301375	0.04015335750301375	0.002
4	0.003071600136389674	0.03962796735657927	0.03962796735657927	0.006
6	0.0030464249233202703	0.03947928305407757	0.03947928305407757	0.016
7	0.0030314530604735124	0.0393930872001333	0.0393930872001333	0.017
8	0.0029885803403332358	0.03914581417461292	0.03914581417461292	0.018
10	0.002982254869398879	0.03914156870596168	0.03914156870596168	0.021
11	0.0028855537957963237	0.038610244548661646	0.038610244548661646	0.023
14	0.002877010022311888	0.038483535708125155	0.038483535708125155	0.027
16	0.0028340676457224183	0.038172743455373706	0.038172743455373706	0.029
19	0.0028322457353799273	0.038099448730328174	0.038099448730328174	0.034
26	0.002825760897796217	0.0380334928181687	0.0380334928181687	0.036
27	0.0027928555206622975	0.037780205892834796	0.037780205892834796	0.037
36	0.0027910273165236547	0.03777046717082211	0.03777046717082211	0.038
41	0.0027887959414424055	0.03771689294136391	0.03771689294136391	0.039
49	0.002759841497086602	0.03747629714837921	0.03747629714837921	0.043
50	0.0027545953675886365	0.03737278582105894	0.03737278582105894	0.043
55	0.002742726987736788	0.03728567429285975	0.03728567429285975	0.048
60	0.0027308967231775474	0.03711999892180263	0.03711999892180263	0.059
61	0.0027188264584573777	0.036974184620154754	0.036974184620154754	0.061
62	0.0026954586636523106	0.03677901911293841	0.03677901911293841	0.066
63	0.002669868197480896	0.03655390288385229	0.03655390288385229	0.073
64	0.002653808170560886	0.036330317675563245	0.036330317675563245	0.079
65	0.0026274312097897454	0.036047858969607376	0.036047858969607376	0.089
66	0.0026037313772950764	0.035762237136612675	0.035762237136612675	0.099
67	0.002574790439460084	0.03536321262990665	0.03536321262990665	0.108
68	0.002551984372893162	0.034981989963756566	0.034981989963756566	0.121
69	0.0025273292698632798	0.03476934750090671	0.03476934750090671	0.122
70	0.00252085040119037	0.03461497331933057	0.03461497331933057	0.134
71	0.0024848966752392143	0.03434597393269026	0.03434597393269026	0.137
72	0.002477608645253748	0.033987365383992406	0.033987365383992406	0.14
73	0.0024672765256547094	0.03399573423139424	0.03399573423139424	0.146
74	0.00246446400095947	0.0338973143121863	0.0338973143121863	0.148
76	0.002447127972629455	0.033596484820976213	0.033596484820976213	0.16
78	0.0023994821402925828	0.033385551112628586	0.033385551112628586	0.168
80	0.002378925440956341	0.03314446655195469	0.03314446655195469	0.175
83	0.002365026397879027	0.03297278345039282	0.03297278345039282	0.183
85	0.0023539952621148144	0.032725075476600717	0.032725075476600717	0.19
86	0.0023360149747348245	0.03247146433848697	0.03247146433848697	0.191
90	0.0023090154671709475	0.032430283866291605	0.032430283866291605	0.198
91	0.002304918356045985	0.03232309872759382	0.03232309872759382	0.201
