22.0
0.0
0.0
3.0
0.0
0.0
2.0
0.0
0.0
0.0
2.0
0.0
0.0
0.0
7.0
1.0
0.0
0.0
12.0
11.0
1.0
11.0
4.0
10.0
9.0
2.0
31.0
