Epoch	AUC_dev	PR_AUC	ACC	BACC	PREC	TPR	KAPPA
0	0.5730659852321005	0.6196529730322746	0.4468503937007874	0.5	0.0	0.0	0.0
1	0.5775794440873532	0.6258562105473444	0.5484251968503937	0.5477934375342939	0.5993836671802774	0.5537366548042705	0.09472879586357763
2	0.5855942433411196	0.625437042631377	0.5547244094488188	0.5510323420132629	0.5998542274052479	0.5857651245551602	0.10178034306153971
5	0.5881057268722467	0.633092382484484	0.5594488188976378	0.5521705049618261	0.598079561042524	0.6206405693950178	0.1048112779681516
7	0.5886610124320004	0.631300569557292	0.5468503937007874	0.561438851176572	0.6353944562899787	0.42419928825622777	0.11820452187341646
9	0.5898556132127236	0.6329958204106009	0.5476377952755905	0.5541928606142318	0.6134751773049646	0.4925266903914591	0.10590232036616076
19	0.5909617947230627	0.6422446383965122	0.5429133858267716	0.556440967595278	0.6268191268191268	0.4291814946619217	0.10880155698467198
61	0.5909962845093828	0.6367267137242989	0.552755905511811	0.555348268455955	0.6099754701553557	0.5309608540925267	0.10901685662145
72	0.5915744587455124	0.6362218053252793	0.5519685039370079	0.5555677489143556	0.6113427856547122	0.5217081850533808	0.10923059381134492
75	0.5931798015269569	0.6375563286427212	0.5515748031496063	0.5556351607694358	0.6119528619528619	0.5174377224199288	0.10926310215090185
76	0.5934786084938937	0.6409342681830837	0.5492125984251969	0.5554470346622352	0.6144366197183099	0.496797153024911	0.10842494435894756
119	0.5936049665292301	0.6400225374831066	0.5433070866141733	0.5578127204602819	0.630457933972311	0.4213523131672598	0.11123713112751388
120	0.5939523727405271	0.6401894216184976	0.5440944881889764	0.5594556884631665	0.6343852013057671	0.41494661921708187	0.11421231896933359
121	0.5953796228071551	0.6420899367364217	0.5417322834645669	0.5578283976358819	0.6337402885682575	0.40640569395017795	0.1109240008059108
127	0.596798720742471	0.6435687544980669	0.5511811023622047	0.5603586937777291	0.6241799437675727	0.4740213523131673	0.11735927159887949
136	0.5973530656716886	0.6438247462165001	0.5496062992125984	0.5525859501152273	0.6075845012366035	0.5245551601423487	0.10348976764706797
138	0.598885666358349	0.646372430688291	0.5429133858267716	0.5587266997977645	0.6343612334801763	0.4099644128113879	0.11271114534502358
144	0.6013911925627479	0.6471911412259022	0.5551181102362205	0.5570602160314797	0.6109765940274415	0.5387900355871886	0.11253892034123136
147	0.6041858058852116	0.6524502430673442	0.5570866141732284	0.5687444150061925	0.6386138613861386	0.45907473309608543	0.13304004854368934
148	0.6044052863436122	0.6537654973919362	0.5562992125984252	0.5613447881229718	0.6192109777015438	0.5138790035587188	0.12025643232079852
149	0.6055020615485914	0.6527853389644414	0.552755905511811	0.5557715521971562	0.6108821104699094	0.5274021352313167	0.10975906997121432
154	0.6055870318403436	0.6538880349527597	0.5535433070866141	0.5581764309342029	0.6153191489361702	0.5145907473309609	0.1141306186470652
155	0.6061489018138492	0.6528121973777059	0.5511811023622047	0.5593428127988462	0.6214482126489459	0.4825622775800712	0.11561239168878457
156	0.6081007101760547	0.6537637697735625	0.5570866141732284	0.5602787401821687	0.6157024793388429	0.5302491103202847	0.11859962985811223
158	0.6097135780017873	0.6577832404740491	0.5562992125984252	0.5625299825983351	0.6221441124780316	0.5039145907473309	0.12229567307692302
159	0.6119732860927775	0.660138768798192	0.5606299212598426	0.5629736466678164	0.6173842404549147	0.5409252669039146	0.12411898662991727
161	0.61855989464938	0.6644869401140034	0.5622047244094488	0.567529433897189	0.6261843238587425	0.5174377224199288	0.13232551924134395
167	0.6200633357894242	0.671045790045883	0.5649606299212598	0.5720522990578017	0.6339285714285714	0.505338078291815	0.14070967149373914
168	0.6241876871462837	0.6759954505411674	0.5637795275590551	0.5771646260209761	0.6529351184346035	0.4512455516014235	0.1488599831243025
169	0.6278583410412779	0.6781064019384859	0.574015748031496	0.5755812312853716	0.6288906624102155	0.5608540925266904	0.14924204198254698
170	0.6349387806292819	0.6834189013856528	0.5787401574803149	0.579259096681142	0.6309616888193902	0.5743772241992883	0.15684516515324032
172	0.6356219919419317	0.6836148033601328	0.5807086614173228	0.5840014423001552	0.6400329489291599	0.5530249110320284	0.16532959776853484
173	0.6395622932572467	0.689225098219334	0.5716535433070866	0.5795412858419428	0.6436990027198549	0.505338078291815	0.15511680307194675
174	0.641791901171085	0.691843335643698	0.5649606299212598	0.590338156677693	0.7180232558139535	0.3516014234875445	0.1703370441095614
175	0.6472146362111402	0.6959481305786409	0.6204724409448819	0.6088544687789048	0.6398224476854788	0.7181494661921708	0.2209258298837702
